Brewery_id,Beer,Beer_ID,Percent_ABV,IBU,Style,Ounces,Brewery,City,State,MedianIBU,MedianABV
72,Old Pro,2506,4.2,10,Gose,12,Union Craft Brewing,Baltimore, MD,30,5.8
72,Duckpin Pale Ale,829,5.5,44,American Pale Ale (APA),12,Union Craft Brewing,Baltimore, MD,30,5.8
72,Balt Altbier,582,6,34,Altbier,12,Union Craft Brewing,Baltimore, MD,30,5.8
73,Hop A-Peel,2503,7.5,115,American Double / Imperial IPA,16,Atwater Brewery,Detroit, MI,29,6.05
73,Vanilla Java Porter,2502,5.5,12,American Porter,16,Atwater Brewery,Detroit, MI,29,6.05
73,Michelada,2495,5.2,14,Fruit / Vegetable Beer,16,Atwater Brewery,Detroit, MI,29,6.05
73,Dirty Blonde Ale,534,4.5,8,American Blonde Ale,12,Atwater Brewery,Detroit, MI,29,6.05
73,Grand Circus IPA,528,5,62,American IPA,12,Atwater Brewery,Detroit, MI,29,6.05
73,Atwater's Lager,527,5,12,Munich Helles Lager,12,Atwater Brewery,Detroit, MI,29,6.05
74,Hopalicious,2501,5.7,44,American Pale Ale (APA),12,Ale Asylum,Madison, WI,24,5.2
75,Wobble,2497,6.3,69,American IPA,16,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Night Cat,2246,5.8,43,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Night Cat (2014),1630,5.8,43,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Dog Days Lager,1284,5.1,17,Dortmunder / Export Lager,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Sidekick Extra Pale Ale,1121,5.1,36,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Atom Smasher,1042,7.7,23,Märzen / Oktoberfest,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Testudo,1041,4.5,23,Bière de Garde,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Hobnob B & B Pale Ale,1040,6.5,44,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Cane and Ebel,861,7,68,American Strong Ale,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
75,Outlaw IPA (2015),642,6.5,67,American IPA,12,Two Brothers Brewing Company,Warrenville, IL,41,5.8
76,Cold Press,2496,6,68,American Black Ale,12,Bent Paddle Brewing Company,Duluth, MN,45,5.6
76,Harness the Winter,2410,7.2,87,American IPA,12,Bent Paddle Brewing Company,Duluth, MN,45,5.6
76,14° ESB ,1902,5.6,32,Extra Special / Strong Bitter (ESB),12,Bent Paddle Brewing Company,Duluth, MN,45,5.6
76,Bent Hop Golden IPA,1901,6.2,68,American IPA,12,Bent Paddle Brewing Company,Duluth, MN,45,5.6
76,Bent Paddle Black Ale,1261,6,34,American Black Ale,12,Bent Paddle Brewing Company,Duluth, MN,45,5.6
76,Venture Pils,1253,5,38,German Pilsener,12,Bent Paddle Brewing Company,Duluth, MN,45,5.6
77,Oberon,2494,5.8,20,American Pale Wheat Ale,12,Bell's Brewery,Kalamazoo, MI,29,6.05
77,Smitten,2325,6,52,Rye Beer,16,Bell's Brewery,Kalamazoo, MI,29,6.05
77,Winter White,2022,5,16,Witbier,16,Bell's Brewery,Kalamazoo, MI,29,6.05
77,Oberon,1989,5.8,20,American Pale Wheat Ale,16,Bell's Brewery,Kalamazoo, MI,29,6.05
77,Two Hearted,1988,7,67,American IPA,16,Bell's Brewery,Kalamazoo, MI,29,6.05
77,Best Brown,1955,5.8,29,American Brown Ale,16,Bell's Brewery,Kalamazoo, MI,29,6.05
78,Professor Black,2490,6.3,41,American Stout,12,Blue Owl Brewing,Austin, TX,33,5.5
78,Little Boss,2489,4.8,20,American Pale Wheat Ale,12,Blue Owl Brewing,Austin, TX,33,5.5
78,Van Dayum!,2488,5.7,36,American Amber / Red Ale,12,Blue Owl Brewing,Austin, TX,33,5.5
78,Spirit Animal,2487,5.5,44,American Pale Ale (APA),12,Blue Owl Brewing,Austin, TX,33,5.5
79,Baby Daddy Session IPA,2486,4.7,35,American IPA,12,Speakasy Ales & Lagers,San Francisco, CA,40,5.8
80,Saddle Bronc Brown Ale,2485,4.8,16,American Brown Ale,12,Black Tooth Brewing Company,Sheridan, WY,22,5
80,Bomber Mountain Amber Ale,2484,4.6,20,American Amber / Red Ale,12,Black Tooth Brewing Company,Sheridan, WY,22,5
81,Hard Cider,2483,6.8,NA,Cider,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Totally Radler,2482,2.7,21,Radler,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2400,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2399,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2398,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2397,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2396,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2395,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2394,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2393,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2392,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2391,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2390,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Nonstop Hef Hop,2389,3.9,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Rise Up Red,2388,5.8,60,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Survival Stout,2200,5.8,35,American Stout,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Hopworks IPA,2199,6.6,75,American IPA,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Abominable Winter Ale,2193,7.3,70,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Pigwar White India Pale Ale,1398,6,60,American White IPA,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Rise-Up Red (2014),1085,5.8,60,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Abominable Winter Ale (2012),916,7.3,70,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,HUB Lager,658,5.1,32,Czech Pilsener,16,Hopworks Urban Brewery,Portland, OR,40,5.6
81,Hopworks IPA (2012),653,6.6,75,American IPA,16,Hopworks Urban Brewery,Portland, OR,40,5.6
82,Lil' Brainless Raspberries,2477,5.2,14,Fruit / Vegetable Beer,12,Epic Brewing,Denver, CO,36,6
82,Element 29,2008,5.2,44,American Pale Ale (APA),12,Epic Brewing,Denver, CO,36,6
82,Hop Syndrome,2004,5,26,American Pale Lager,12,Epic Brewing,Denver, CO,36,6
82,Escape to Colorado,2003,6.2,67,American IPA,12,Epic Brewing,Denver, CO,36,6
83,Slow Ride,2475,4.5,40,American IPA,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Ranger IPA,2230,6.5,70,American IPA,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Shift,1987,5,29,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,1554 Black Lager,1978,5.6,21,Euro Dark Lager,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Blue Paddle,1975,4.8,33,Czech Pilsener,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,California Route,1737,5.5,23,American Amber / Red Lager,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Snapshot,1707,5.2,20,American Pale Wheat Ale,16,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Sunshine Wheat Beer,1690,4.8,20,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Fat Tire Amber Ale,1586,5.2,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Shift (1),952,5,29,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Fat Tire Amber Ale (2011),748,5.2,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Shift,578,5,29,American Pale Lager,16,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Ranger IPA,564,6.5,70,American IPA,16,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Fat Tire Amber Ale,563,5.2,18,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Ranger IPA (Current),115,6.5,70,American IPA,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Sunshine Wheat Beer (2009),72,4.8,20,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO,36,6
83,Fat Tire Amber Ale (2008),71,5.2,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,36,6
84,Nooner,2474,5.2,34,German Pilsener,12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Torpedo,2239,7.2,65,American IPA,12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Yonder Bock,1919,6,27,Maibock / Helles Bock,12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,CANfusion Rye Bock,1918,6,52,Rye Beer,12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Sierra Nevada Pale Ale,1905,5.6,37,American Pale Ale (APA),16,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Old Chico Crystal Wheat,1338,4.8,26,American Pale Wheat Ale,12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Summerfest,1295,5,28,Czech Pilsener,12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Torpedo,426,7.2,65,American IPA,16,Sierra Nevada Brewing Company,Chico, CA,40,5.8
84,Sierra Nevada Pale Ale,400,5.6,37,American Pale Ale (APA),12,Sierra Nevada Brewing Company,Chico, CA,40,5.8
85,U. P. Witbier,2472,5.4,16,Witbier,12,Keweenaw Brewing Company,Houghton, MI,29,6.05
85,November Gale Pale Ale,779,5.5,44,American Pale Ale (APA),12,Keweenaw Brewing Company,Houghton, MI,29,6.05
85,Olde Ore Dock Scottish Ale,364,6.6,26,Scottish Ale,12,Keweenaw Brewing Company,Houghton, MI,29,6.05
85,Widow Maker Black Ale,60,5.8,29,American Brown Ale,12,Keweenaw Brewing Company,Houghton, MI,29,6.05
85,Lift Bridge Brown Ale,59,5.8,29,American Brown Ale,12,Keweenaw Brewing Company,Houghton, MI,29,6.05
85,Pick Axe Blonde Ale,58,5,20,American Blonde Ale,12,Keweenaw Brewing Company,Houghton, MI,29,6.05
85,Red Jacket Amber Ale,57,5.7,36,American Amber / Red Ale,12,Keweenaw Brewing Company,Houghton, MI,29,6.05
86,Manitou Amber,2468,5.3,36,American Amber / Red Ale,16,Brewery Terra Firma,Traverse City, MI,29,6.05
87,Autumn Winds Fest Beer,2461,5.8,22,Märzen / Oktoberfest,16,Grey Sail Brewing Company,Westerly, RI,24,5.5
87,Captain's Daughter,2044,8.5,69,American Double / Imperial IPA,12,Grey Sail Brewing Company,Westerly, RI,24,5.5
88,India Pale Ale,2460,6.3,65,American IPA,16,Kirkwood Station Brewing Company,Kirkwood, MO,27,5.25
88,Blackberry Wheat,2459,4.8,11,American Pale Wheat Ale,16,Kirkwood Station Brewing Company,Kirkwood, MO,27,5.25
89,312 Urban Pale Ale,2457,5.4,30,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago, IL,41,5.8
89,312 Urban Pale Ale,2202,5.4,30,American Pale Ale (APA),12,Goose Island Brewing Company,Chicago, IL,41,5.8
89,312 Urban Wheat Ale,2201,4.2,18,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago, IL,41,5.8
89,312 Urban Wheat Ale,1829,4.2,18,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL,41,5.8
89,312 Urban Wheat Ale (2012),581,4.2,20,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL,41,5.8
90,Broad Brook Ale,2456,6.1,36,American Amber / Red Ale,16,Broad Brook Brewing LLC,East Windsor, CT,36,6
91,Lionshead,2455,4.5,23,American Pilsner,12,The Lion Brewery,Wilkes-Barre, PA,31,5.7
92,Galaxy High,2454,9.9,93,American Double / Imperial IPA,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,Sol Drifter,2209,4.3,18,American Blonde Ale,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,Thunder Snow,2133,8.5,24,Winter Warmer,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,The Great Pumpcan,1994,7.9,18,Fruit / Vegetable Beer,16,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,LIFT,1816,4.7,11,Kölsch,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,SPRYE,1815,5,40,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,Psychopathy,1126,6.9,70,American IPA,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,Gnarly Brown,1125,7,32,American Brown Ale,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
92,Happy Amber,1124,6,30,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati, OH,40,5.8
93,Razz Wheat,2453,5.5,14,Fruit / Vegetable Beer,12,Jackie O's Pub & Brewery,Athens, OH,40,5.8
93,Hop Ryot,2363,6.5,67,American IPA,12,Jackie O's Pub & Brewery,Athens, OH,40,5.8
93,Mystic Mama IPA,689,7,67,American IPA,12,Jackie O's Pub & Brewery,Athens, OH,40,5.8
93,Firefly Amber Ale,688,5,36,American Amber / Red Ale,12,Jackie O's Pub & Brewery,Athens, OH,40,5.8
93,Chomolungma Honey Nut Brown Ale,687,6.7,23,English Brown Ale,12,Jackie O's Pub & Brewery,Athens, OH,40,5.8
94,Hustle,2452,5.7,42,American Amber / Red Ale,12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Pure Fury,2451,5.5,42,American Pale Ale (APA),12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Dad,2132,6,60,American Amber / Red Ale,12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Panther,1993,5.8,35,American Porter,12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Franz,1992,5.2,21,Märzen / Oktoberfest,12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Zen,1935,4.3,45,American Pale Ale (APA),12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Truth,1852,7.2,75,American IPA,12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
94,Cougar,1851,4.8,25,American Blonde Ale,12,Rhinegeist Brewery,Cincinnati, OH,40,5.8
95,Self Starter,2450,5.2,67,American IPA,16,Warped Wing Brewing Company,Dayton, OH,40,5.8
95,Ermal's,2223,5.4,20,Cream Ale,16,Warped Wing Brewing Company,Dayton, OH,40,5.8
95,10 Ton,2222,7,28,Oatmeal Stout,16,Warped Wing Brewing Company,Dayton, OH,40,5.8
95,Flyin' Rye,2221,7,67,American IPA,16,Warped Wing Brewing Company,Dayton, OH,40,5.8
96,Flying Sailor,2449,7.3,52,Rye Beer,12,Blackrocks Brewery,Marquette, MA,31,5.4
97,Peanut Butter Jelly Time,2446,5.8,29,American Brown Ale,12,Catawba Valley Brewing Company,Morganton, NC,31,5.7
97,King Coconut,2106,5.4,31,American Porter,12,Catawba Valley Brewing Company,Morganton, NC,31,5.7
98,Troegenator,2445,8.2,24,Doppelbock,16,Tröegs Brewing Company,Hershey, PA,31,5.7
98,Nugget Nectar,2444,7.5,93,American Amber / Red Ale,16,Tröegs Brewing Company,Hershey, PA,31,5.7
98,Sunshine Pils,2203,4.5,45,American Pilsner,12,Tröegs Brewing Company,Hershey, PA,31,5.7
98,Troegenator Doublebock,1510,8.2,25,Doppelbock,16,Tröegs Brewing Company,Hershey, PA,31,5.7
98,Perpetual IPA,1509,7.5,85,American IPA,12,Tröegs Brewing Company,Hershey, PA,31,5.7
99,Cortez Gold,2442,5,23,Belgian Pale Ale,32,Mission Brewery,San Diego, CA,40,5.8
99,Mission IPA,2441,6.8,66,American IPA,32,Mission Brewery,San Diego, CA,40,5.8
99,El Conquistador Extra Pale Ale,1460,4.8,44,American Pale Ale (APA),32,Mission Brewery,San Diego, CA,40,5.8
99,Shipwrecked Double IPA,1459,9.2,75,American Double / Imperial IPA,32,Mission Brewery,San Diego, CA,40,5.8
100,Bay of Bengal Double IPA (2014),2440,8.9,126,American Double / Imperial IPA,12,Christian Moerlein Brewing Company,Cincinnati, OH,40,5.8
101,Christmas Ale,2439,9,22,Herbed / Spiced Beer,12,West Sixth Brewing,Lexington, KY,31,6.5
101,Pay It Forward Cocoa Porter,2356,7,31,American Porter,12,West Sixth Brewing,Lexington, KY,31,6.5
101,West Sixth Amber Ale,1069,5.5,36,American Amber / Red Ale,12,West Sixth Brewing,Lexington, KY,31,6.5
101,West Sixth IPA,652,6.5,67,American IPA,12,West Sixth Brewing,Lexington, KY,31,6.5
102,Rhode Island Blueberry,2438,4.6,11,Kölsch,12,Coastal Extreme Brewing Company,Newport, RI,24,5.5
102,Newport Storm IPA,2437,6.5,75,American IPA,12,Coastal Extreme Brewing Company,Newport, RI,24,5.5
102,Hurricane Amber Ale (2004),751,5.2,24,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI,24,5.5
102,Hurricane Amber Ale,120,5.2,24,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI,24,5.5
103,Amber Ale,2436,5.1,36,American Amber / Red Ale,12,King Street Brewing Company,Anchorage, AK,33,5.6
103,King Street Pilsner,1706,5.5,33,Czech Pilsener,12,King Street Brewing Company,Anchorage, AK,33,5.6
103,King Street IPA,1667,6,70,American IPA,12,King Street Brewing Company,Anchorage, AK,33,5.6
103,King Street Hefeweizen,1666,5.7,10,Hefeweizen,12,King Street Brewing Company,Anchorage, AK,33,5.6
103,King Street Blonde Ale,1665,4.9,20,American Blonde Ale,12,King Street Brewing Company,Anchorage, AK,33,5.6
104,Watermelon Ale,2435,5,10,Fruit / Vegetable Beer,12,Beer Works Brewery,Lowell, MA,31,5.4
104,Fenway American Pale Ale,2423,5.8,45,American Pale Ale (APA),12,Beer Works Brewery,Lowell, MA,31,5.4
104,Back Bay IPA,2420,6.8,85,American IPA,12,Beer Works Brewery,Lowell, MA,31,5.4
104,Bunker Hill Blueberry Ale ,2419,4.8,16,Other,12,Beer Works Brewery,Lowell, MA,31,5.4
105,Peach Pale Ale,2434,5.7,40,American Pale Ale (APA),12,Lone Tree Brewing Company,Lone Tree, CO,36,6
106,Four String Vanilla Porter,2428,6,31,American Porter,12,Four String Brewing Company,Columbus, OH,40,5.8
106,Suncaster Summer Wheat,2427,5,28,American Pale Wheat Ale,12,Four String Brewing Company,Columbus, OH,40,5.8
106,Brass Knuckle Pale Ale,2425,5.7,36,American Pale Ale (APA),12,Four String Brewing Company,Columbus, OH,40,5.8
106,Big Star White IPA,2424,7,70,American White IPA,12,Four String Brewing Company,Columbus, OH,40,5.8
107,Clean Shave IPA,2426,6.7,70,American IPA,12,Glabrous Brewing Company,Pineland, ME,38,5.1
108,Firestarter India Pale Ale,2422,6.6,72,American IPA,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Kilt Dropper Scotch Ale,1727,7.5,22,Scotch Ale / Wee Heavy,16,Bonfire Brewing Company,Eagle, CO,36,6
108,Wood Splitter Pilsner,1614,4.8,30,Czech Pilsener,16,Bonfire Brewing Company,Eagle, CO,36,6
108,Gyptoberfest,1613,5.6,26,Märzen / Oktoberfest,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Farmer Wirtz India Pale Ale,1549,7,94,English India Pale Ale (IPA),16,Bonfire Brewing Company,Eagle, CO,36,6
108,Slow & Steady Golden Ale,1548,4.7,20,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Pink-I Raspberry IPA,1517,6.8,67,American IPA,16,Bonfire Brewing Company,Eagle, CO,36,6
108,Moe's Original Bar B Que 'Bama Brew Golden Ale,1500,4.7,20,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Live Local Golden Ale,1421,4.7,20,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Screaming Eagle Special Ale ESB,1360,4.8,38,Extra Special / Strong Bitter (ESB),12,Bonfire Brewing Company,Eagle, CO,36,6
108,Dirtbag Dunkel,1184,4.9,20,Munich Dunkel Lager,16,Bonfire Brewing Company,Eagle, CO,36,6
108,Kindler Pale Ale,1183,5.3,45,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO,36,6
108,Mistress Winter Wheat,1023,6.4,24,Winter Warmer,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Tent Pole Vanilla Porter,998,6.1,31,American Porter,16,Bonfire Brewing Company,Eagle, CO,36,6
108,Awry Rye Pale Ale,997,5.8,44,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO,36,6
108,Demshitz Brown Ale,996,5.8,29,American Brown Ale,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Wood Splitter Pilsner (2012),931,4.8,33,Czech Pilsener,12,Bonfire Brewing Company,Eagle, CO,36,6
108,Brush Creek Blonde,798,4.8,20,American Blonde Ale,16,Bonfire Brewing Company,Eagle, CO,36,6
108,Firestarter India Pale Ale,633,6.6,72,American IPA,16,Bonfire Brewing Company,Eagle, CO,36,6
109,Watermelon Ale,2421,5.1,11,Fruit / Vegetable Beer,12,Thomas Hooker Brewing Company,Bloomfield, CT,36,6
110,4000 Footer IPA,2417,6.5,82,American IPA,12,"Woodstock Inn, Station & Brewery",North Woodstock, NH,19,5.5
110,Summer Brew,2306,2.8,15,American Pilsner,12,"Woodstock Inn, Station & Brewery",North Woodstock, NH,19,5.5
111,Consilium,2414,5,40,American Pale Ale (APA),12,Renegade Brewing Company,Denver, CO,36,6
111,Hammer & Sickle,1581,9,60,Russian Imperial Stout,12,Renegade Brewing Company,Denver, CO,36,6
111,Redacted Rye IPA,1176,7,100,American IPA,16,Renegade Brewing Company,Denver, CO,36,6
111,Elevation Triple India Pale Ale,1006,9.9,100,American Double / Imperial IPA,12,Renegade Brewing Company,Denver, CO,36,6
111,5:00 O'Clock Afternoon Ale,1005,5,25,American Blonde Ale,16,Renegade Brewing Company,Denver, CO,36,6
111,Ryeteous Rye IPA (2012),636,7,100,American IPA,16,Renegade Brewing Company,Denver, CO,36,6
112,Cali Creamin',2413,5.2,21,Cream Ale,12,Mother Earth Brew Company,Vista, CA,40,5.8
113,Deception,2412,4.5,16,American Blonde Ale,12,Black Market Brewing Company,Temecula, CA,40,5.8
113,Blackmarket Rye IPA,1898,7.5,35,American IPA,12,Black Market Brewing Company,Temecula, CA,40,5.8
113,Black Market Hefeweizen,1897,5,8,Hefeweizen,12,Black Market Brewing Company,Temecula, CA,40,5.8
113,Aftermath Pale Ale,1896,5.8,44,American Pale Ale (APA),12,Black Market Brewing Company,Temecula, CA,40,5.8
114,Nitro Can Coffee Stout,2411,5.2,41,American Stout,12,Vault Brewing Company,Yardley, PA,31,5.7
115,Welcome to Scoville,2408,6.9,67,American IPA,12,Jailbreak Brewing Company,Laurel, MD,30,5.8
116,Rule G IPA,2407,7,88,American IPA,12,Smartmouth Brewing Company,Norfolk, VA,41,5.65
116,Murphy's Law,2406,5.8,35,American Amber / Red Ale,12,Smartmouth Brewing Company,Norfolk, VA,41,5.65
116,Alter Ego ,2405,6.2,33,Saison / Farmhouse Ale,12,Smartmouth Brewing Company,Norfolk, VA,41,5.65
117,Hop in the ‘Pool Helles,2404,4.9,22,American Pilsner,12,Base Camp Brewing Co.,Portland, OR,40,5.6
117,Ultra Gnar Gnar IPA,2323,6.7,60,American IPA,12,Base Camp Brewing Co.,Portland, OR,40,5.6
117,In-Tents India Pale Lager,2189,6.8,62,American Pale Lager,12,Base Camp Brewing Co.,Portland, OR,40,5.6
117,Lost Meridian Wit,2188,5,20,Witbier,12,Base Camp Brewing Co.,Portland, OR,40,5.6
117,Celestial Meridian Cascadian Dark Lager,2187,5.1,45,Euro Dark Lager,12,Base Camp Brewing Co.,Portland, OR,40,5.6
118,P-Town Pilsner,2403,4,20,American Pilsner,12,Alameda Brewing,Portland, OR,40,5.6
118,Klickitat Pale Ale,2402,5.3,36,American Pale Ale (APA),12,Alameda Brewing,Portland, OR,40,5.6
118,Yellow Wolf Imperial IPA,2401,8.2,103,American Double / Imperial IPA,12,Alameda Brewing,Portland, OR,40,5.6
119,Pine Belt Pale Ale,2387,6.5,45,American Pale Ale (APA),12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Walloon,2267,5.5,28,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Le Mort Vivant,1740,6.9,23,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Red Cockaded Ale,1728,8.5,110,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Valkyrie Double IPA,1497,9.2,100,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Red Cockaded Ale (2013),1011,8.5,110,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Old Potentate,1010,7.2,40,Old Ale,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Bombshell Blonde,856,5,20,American Blonde Ale,16,Southern Star Brewing Company,Conroe, TX,33,5.5
119,PRO-AM (2012) (2012),853,9.9,100,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Walloon (2014),691,5.5,28,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Le Mort Vivant (2011),555,6.9,23,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Buried Hatchet Stout,46,8.3,50,Foreign / Export Stout,12,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Pine Belt Pale Ale,45,6.5,45,American Pale Ale (APA),16,Southern Star Brewing Company,Conroe, TX,33,5.5
119,Bombshell Blonde,44,5,20,American Blonde Ale,12,Southern Star Brewing Company,Conroe, TX,33,5.5
120,Third Eye Enlightened Pale Ale,2386,6.5,65,American Pale Ale (APA),12,Steamworks Brewing Company,Durango, CO,36,6
120,Colorado Kölsch,92,4.9,17,Kölsch,12,Steamworks Brewing Company,Durango, CO,36,6
120,Steam Engine Lager,91,5.7,25,American Amber / Red Lager,12,Steamworks Brewing Company,Durango, CO,36,6
120,Third Eye Pale Ale,90,6.5,65,American IPA,12,Steamworks Brewing Company,Durango, CO,36,6
121,Watermelon Wheat,2385,5.6,20,American Pale Wheat Ale,12,Horny Goat Brew Pub,Milwaukee, WI,24,5.2
121,Laka Laka Pineapple,2384,5.1,17,Hefeweizen,12,Horny Goat Brew Pub,Milwaukee, WI,24,5.2
121,Oktoberfest,2383,6,22,Märzen / Oktoberfest,16,Horny Goat Brew Pub,Milwaukee, WI,24,5.2
122,IPA #11,2380,5.7,58,American IPA,16,Cheboygan Brewing Company,Cheboygan, MI,29,6.05
